code,display_name,name,list_date,delist_date,type,exchange,board
600868.XSHG,梅雁吉祥,MYJX,1994-09-12,2200-01-01,stock,XSHG,MainBoard_SH
600869.XSHG,远东股份,YDGF,1995-02-06,2200-01-01,stock,XSHG,MainBoard_SH
600872.XSHG,中炬高新,ZJGX,1995-01-24,2200-01-01,stock,XSHG,MainBoard_SH
600873.XSHG,梅花生物,MHSW,1995-02-17,2200-01-01,stock,XSHG,MainBoard_SH
600874.XSHG,创业环保,CYHB,1995-06-30,2200-01-01,stock,XSHG,MainBoard_SH
600876.XSHG,凯盛新能,KSXN,1995-10-31,2200-01-01,stock,XSHG,MainBoard_SH
600877.XSHG,电科芯片,DKXP,1995-10-13,2200-01-01,stock,XSHG,MainBoard_SH
600882.XSHG,妙可蓝多,MKLD,1995-12-06,2200-01-01,stock,XSHG,MainBoard_SH
600888.XSHG,新疆众和,XJZH,1996-02-15,2200-01-01,stock,XSHG,MainBoard_SH
600894.XSHG,广日股份,GRGF,1996-03-28,2200-01-01,stock,XSHG,MainBoard_SH
600903.XSHG,贵州燃气,GZRQ,2017-11-07,2200-01-01,stock,XSHG,MainBoard_SH
600908.XSHG,无锡银行,WXYH,2016-09-23,2200-01-01,stock,XSHG,MainBoard_SH
600916.XSHG,中国黄金,ZGHJ,2021-02-05,2200-01-01,stock,XSHG,MainBoard_SH
600928.XSHG,西安银行,XAYH,2019-03-01,2200-01-01,stock,XSHG,MainBoard_SH
600929.XSHG,雪天盐业,XTYY,2018-03-26,2200-01-01,stock,XSHG,MainBoard_SH
600933.XSHG,爱柯迪,AKD,2017-11-17,2200-01-01,stock,XSHG,MainBoard_SH
600935.XSHG,华塑股份,HSGF,2021-11-26,2200-01-01,stock,XSHG,MainBoard_SH
600936.XSHG,北投科技,BTKJ,2016-08-15,2200-01-01,stock,XSHG,MainBoard_SH
600955.XSHG,维远股份,WYGF,2021-09-15,2200-01-01,stock,XSHG,MainBoard_SH
600956.XSHG,新天绿能,XTLN,2020-06-29,2200-01-01,stock,XSHG,MainBoard_SH
600961.XSHG,株冶集团,ZYJT,2004-08-30,2200-01-01,stock,XSHG,MainBoard_SH
600963.XSHG,岳阳林纸,YYLZ,2004-05-25,2200-01-01,stock,XSHG,MainBoard_SH
600965.XSHG,*ST福成,*STFC,2004-07-13,2200-01-01,stock,XSHG,MainBoard_SH
600966.XSHG,博汇纸业,BHZY,2004-06-08,2200-01-01,stock,XSHG,MainBoard_SH
600967.XSHG,内蒙一机,NMYJ,2004-05-18,2200-01-01,stock,XSHG,MainBoard_SH
600971.XSHG,恒源煤电,HYMD,2004-08-17,2200-01-01,stock,XSHG,MainBoard_SH
600975.XSHG,新五丰,XWF,2004-06-09,2200-01-01,stock,XSHG,MainBoard_SH
600976.XSHG,健民集团,JMJT,2004-04-19,2200-01-01,stock,XSHG,MainBoard_SH
600977.XSHG,中国电影,ZGDY,2016-08-09,2200-01-01,stock,XSHG,MainBoard_SH
600981.XSHG,苏豪汇鸿,SHHH,2004-06-30,2200-01-01,stock,XSHG,MainBoard_SH
600984.XSHG,建设机械,JSJX,2004-07-07,2200-01-01,stock,XSHG,MainBoard_SH
600986.XSHG,浙文互联,ZWHL,2004-04-26,2200-01-01,stock,XSHG,MainBoard_SH
600987.XSHG,航民股份,HMGF,2004-08-09,2200-01-01,stock,XSHG,MainBoard_SH
600988.XSHG,赤峰黄金,CFHJ,2004-04-14,2200-01-01,stock,XSHG,MainBoard_SH
600990.XSHG,四创电子,SCDZ,2004-05-10,2200-01-01,stock,XSHG,MainBoard_SH
600993.XSHG,马应龙,MYL,2004-05-17,2200-01-01,stock,XSHG,MainBoard_SH
600995.XSHG,南网储能,NWCN,2004-06-15,2200-01-01,stock,XSHG,MainBoard_SH
600996.XSHG,贵广网络,GGWL,2016-12-26,2200-01-01,stock,XSHG,MainBoard_SH
600997.XSHG,开滦股份,KLGF,2004-06-02,2200-01-01,stock,XSHG,MainBoard_SH
601001.XSHG,晋控煤业,JKMY,2006-06-23,2200-01-01,stock,XSHG,MainBoard_SH
601003.XSHG,柳钢股份,LGGF,2007-02-27,2200-01-01,stock,XSHG,MainBoard_SH
601010.XSHG,ST文峰,STWF,2011-06-03,2200-01-01,stock,XSHG,MainBoard_SH
601011.XSHG,宝泰隆,BTL,2011-03-09,2200-01-01,stock,XSHG,MainBoard_SH
601015.XSHG,陕西黑猫,SXHM,2014-11-05,2200-01-01,stock,XSHG,MainBoard_SH
601019.XSHG,山东出版,SDCB,2017-11-22,2200-01-01,stock,XSHG,MainBoard_SH
601020.XSHG,华钰矿业,HYKY,2016-03-16,2200-01-01,stock,XSHG,MainBoard_SH
601022.XSHG,宁波远洋,NBYY,2022-12-08,2200-01-01,stock,XSHG,MainBoard_SH
601026.XSHG,道生天合,DSTH,2025-10-17,2200-01-01,stock,XSHG,MainBoard_SH
601028.XSHG,玉龙股份,YLGF,2011-11-07,2025-05-26,stock,XSHG,MainBoard_SH
601033.XSHG,永兴股份,YXGF,2024-01-18,2200-01-01,stock,XSHG,MainBoard_SH
601038.XSHG,一拖股份,YTGF,2012-08-08,2200-01-01,stock,XSHG,MainBoard_SH
601058.XSHG,赛轮轮胎,SLLT,2011-06-30,2200-01-01,stock,XSHG,MainBoard_SH
601068.XSHG,中铝国际,ZLGJ,2018-08-31,2200-01-01,stock,XSHG,MainBoard_SH
601069.XSHG,西部黄金,XBHJ,2015-01-22,2200-01-01,stock,XSHG,MainBoard_SH
601083.XSHG,锦江航运,JJHY,2023-12-05,2200-01-01,stock,XSHG,MainBoard_SH
601089.XSHG,福元医药,FYYY,2022-06-30,2200-01-01,stock,XSHG,MainBoard_SH
601096.XSHG,宏盛华源,HSHY,2023-12-22,2200-01-01,stock,XSHG,MainBoard_SH
601099.XSHG,太平洋,TPY,2007-12-28,2200-01-01,stock,XSHG,MainBoard_SH
601101.XSHG,昊华能源,HHNY,2010-03-31,2200-01-01,stock,XSHG,MainBoard_SH
601107.XSHG,四川成渝,SCCY,2009-07-27,2200-01-01,stock,XSHG,MainBoard_SH
601116.XSHG,三江购物,SJGW,2011-03-02,2200-01-01,stock,XSHG,MainBoard_SH
601126.XSHG,四方股份,SFGF,2010-12-31,2200-01-01,stock,XSHG,MainBoard_SH
601137.XSHG,博威合金,BWHJ,2011-01-27,2200-01-01,stock,XSHG,MainBoard_SH
601158.XSHG,重庆水务,CQSW,2010-03-29,2200-01-01,stock,XSHG,MainBoard_SH
601163.XSHG,三角轮胎,SJLT,2016-09-09,2200-01-01,stock,XSHG,MainBoard_SH
601187.XSHG,厦门银行,XMYH,2020-10-27,2200-01-01,stock,XSHG,MainBoard_SH
601200.XSHG,上海环境,SHHJ,2017-03-31,2200-01-01,stock,XSHG,MainBoard_SH
601208.XSHG,东材科技,DCKJ,2011-05-20,2200-01-01,stock,XSHG,MainBoard_SH
601212.XSHG,白银有色,BYYS,2017-02-15,2200-01-01,stock,XSHG,MainBoard_SH
601222.XSHG,林洋能源,LYNY,2011-08-08,2200-01-01,stock,XSHG,MainBoard_SH
601231.XSHG,环旭电子,HXDZ,2012-02-20,2200-01-01,stock,XSHG,MainBoard_SH
601258.XSHG,*ST庞大,*STPD,2011-04-28,2023-06-21,stock,XSHG,MainBoard_SH
601279.XSHG,英利汽车,YLQC,2021-04-15,2200-01-01,stock,XSHG,MainBoard_SH
601311.XSHG,骆驼股份,LTGF,2011-06-02,2200-01-01,stock,XSHG,MainBoard_SH
601326.XSHG,秦港股份,QGGF,2017-08-16,2200-01-01,stock,XSHG,MainBoard_SH
601330.XSHG,绿色动力,LSDL,2018-06-11,2200-01-01,stock,XSHG,MainBoard_SH
601333.XSHG,广深铁路,GSTL,2006-12-22,2200-01-01,stock,XSHG,MainBoard_SH
601366.XSHG,利群股份,LQGF,2017-04-12,2200-01-01,stock,XSHG,MainBoard_SH
601369.XSHG,陕鼓动力,SGDL,2010-04-28,2200-01-01,stock,XSHG,MainBoard_SH
601375.XSHG,中原证券,ZYZQ,2017-01-03,2200-01-01,stock,XSHG,MainBoard_SH
601399.XSHG,国机重装,GJZZ,2020-06-08,2200-01-01,stock,XSHG,MainBoard_SH
601500.XSHG,通用股份,TYGF,2016-09-19,2200-01-01,stock,XSHG,MainBoard_SH
601515.XSHG,衢州东峰,QZDF,2012-02-16,2200-01-01,stock,XSHG,MainBoard_SH
601519.XSHG,大智慧,DZH,2011-01-28,2200-01-01,stock,XSHG,MainBoard_SH
601528.XSHG,瑞丰银行,RFYX,2021-06-25,2200-01-01,stock,XSHG,MainBoard_SH
601567.XSHG,三星电气,SXDQ,2011-06-15,2200-01-01,stock,XSHG,MainBoard_SH
601568.XSHG,北元化工,BYHG,2020-10-20,2200-01-01,stock,XSHG,MainBoard_SH
601588.XSHG,北辰实业,BCSY,2006-10-16,2200-01-01,stock,XSHG,MainBoard_SH
601595.XSHG,上海电影,SHDY,2016-08-17,2200-01-01,stock,XSHG,MainBoard_SH
601606.XSHG,长城军工,CCJG,2018-08-06,2200-01-01,stock,XSHG,MainBoard_SH
601609.XSHG,金田股份,JTGF,2020-04-22,2200-01-01,stock,XSHG,MainBoard_SH
601619.XSHG,嘉泽新能,JZXN,2017-07-20,2200-01-01,stock,XSHG,MainBoard_SH
601636.XSHG,旗滨集团,QBJT,2011-08-12,2200-01-01,stock,XSHG,MainBoard_SH
601666.XSHG,平煤股份,PMGF,2006-11-23,2200-01-01,stock,XSHG,MainBoard_SH
601677.XSHG,明泰铝业,MTLY,2011-09-19,2200-01-01,stock,XSHG,MainBoard_SH
601678.XSHG,滨化股份,BHGF,2010-02-23,2200-01-01,stock,XSHG,MainBoard_SH
601686.XSHG,友发集团,YFJT,2020-12-04,2200-01-01,stock,XSHG,MainBoard_SH
601700.XSHG,风范股份,FFGF,2011-01-18,2200-01-01,stock,XSHG,MainBoard_SH
601702.XSHG,华峰铝业,HFLY,2020-09-07,2200-01-01,stock,XSHG,MainBoard_SH
601718.XSHG,ST际华,STJH,2010-08-16,2200-01-01,stock,XSHG,MainBoard_SH
601777.XSHG,千里科技,QLKJ,2010-11-25,2200-01-01,stock,XSHG,MainBoard_SH
601778.XSHG,晶科科技,JKKJ,2020-05-19,2200-01-01,stock,XSHG,MainBoard_SH
601789.XSHG,宁波建工,NBJG,2011-08-16,2200-01-01,stock,XSHG,MainBoard_SH
601801.XSHG,皖新传媒,WXCM,2010-01-18,2200-01-01,stock,XSHG,MainBoard_SH
601811.XSHG,新华文轩,XHWX,2016-08-08,2200-01-01,stock,XSHG,MainBoard_SH
601827.XSHG,三峰环境,SFHJ,2020-06-05,2200-01-01,stock,XSHG,MainBoard_SH
601858.XSHG,中国科传,ZGKC,2017-01-18,2200-01-01,stock,XSHG,MainBoard_SH
601860.XSHG,紫金银行,ZJYH,2019-01-03,2200-01-01,stock,XSHG,MainBoard_SH
601869.XSHG,长飞光纤,CFGX,2018-07-20,2200-01-01,stock,XSHG,MainBoard_SH
601882.XSHG,海天精工,HTJG,2016-11-07,2200-01-01,stock,XSHG,MainBoard_SH
601886.XSHG,江河集团,JHJT,2011-08-18,2200-01-01,stock,XSHG,MainBoard_SH
601890.XSHG,亚星锚链,YXML,2010-12-28,2200-01-01,stock,XSHG,MainBoard_SH
601898.XSHG,中煤能源,ZMNY,2008-02-01,2200-01-01,stock,XSHG,MainBoard_SH
601900.XSHG,南方传媒,NFCM,2016-02-15,2200-01-01,stock,XSHG,MainBoard_SH
601908.XSHG,京运通,JYT,2011-09-08,2200-01-01,stock,XSHG,MainBoard_SH
601918.XSHG,新集能源,XJNY,2007-12-19,2200-01-01,stock,XSHG,MainBoard_SH
601921.XSHG,浙版传媒,ZBCM,2021-07-23,2200-01-01,stock,XSHG,MainBoard_SH
601929.XSHG,吉视传媒,JSCM,2012-02-23,2200-01-01,stock,XSHG,MainBoard_SH
601949.XSHG,中国出版,ZGCB,2017-08-21,2200-01-01,stock,XSHG,MainBoard_SH
601952.XSHG,苏垦农发,SKNF,2017-05-15,2200-01-01,stock,XSHG,MainBoard_SH
601963.XSHG,重庆银行,CQYH,2021-02-05,2200-01-01,stock,XSHG,MainBoard_SH
601965.XSHG,中国汽研,ZGQY,2012-06-11,2200-01-01,stock,XSHG,MainBoard_SH
601969.XSHG,海南矿业,HNKY,2014-12-09,2200-01-01,stock,XSHG,MainBoard_SH
601975.XSHG,招商南油,ZSNY,2019-01-08,2200-01-01,stock,XSHG,MainBoard_SH
603005.XSHG,晶方科技,JFKJ,2014-02-10,2200-01-01,stock,XSHG,MainBoard_SH
603008.XSHG,ST喜临门,STXLM,2012-07-17,2200-01-01,stock,XSHG,MainBoard_SH
603009.XSHG,北特科技,BTKJ,2014-07-18,2200-01-01,stock,XSHG,MainBoard_SH
603010.XSHG,万盛股份,WSGF,2014-10-10,2200-01-01,stock,XSHG,MainBoard_SH
603012.XSHG,创力集团,CLJT,2015-03-20,2200-01-01,stock,XSHG,MainBoard_SH
603013.XSHG,亚普股份,YPGF,2018-05-09,2200-01-01,stock,XSHG,MainBoard_SH
603014.XSHG,威高血净,WGXJ,2025-05-19,2200-01-01,stock,XSHG,MainBoard_SH
603018.XSHG,华设集团,HSJT,2014-10-13,2200-01-01,stock,XSHG,MainBoard_SH
603025.XSHG,大豪科技,DHKJ,2015-04-22,2200-01-01,stock,XSHG,MainBoard_SH
603026.XSHG,石大胜华,SDSH,2015-05-29,2200-01-01,stock,XSHG,MainBoard_SH
603027.XSHG,千禾味业,QHWY,2016-03-07,2200-01-01,stock,XSHG,MainBoard_SH
603032.XSHG,德新科技,DXKJ,2017-01-05,2200-01-01,stock,XSHG,MainBoard_SH
603033.XSHG,三维股份,SWGF,2016-12-07,2200-01-01,stock,XSHG,MainBoard_SH
603039.XSHG,泛微网络,FWWL,2017-01-13,2200-01-01,stock,XSHG,MainBoard_SH
603043.XSHG,广州酒家,GZJJ,2017-06-27,2200-01-01,stock,XSHG,MainBoard_SH
603053.XSHG,成都燃气,CDRQ,2019-12-17,2200-01-01,stock,XSHG,MainBoard_SH
603055.XSHG,台华新材,THXC,2017-09-21,2200-01-01,stock,XSHG,MainBoard_SH
603056.XSHG,德邦股份,DBGF,2018-01-16,2026-03-30,stock,XSHG,MainBoard_SH
603057.XSHG,紫燕食品,ZYSP,2022-09-26,2200-01-01,stock,XSHG,MainBoard_SH
603060.XSHG,国检集团,GJJT,2016-11-09,2200-01-01,stock,XSHG,MainBoard_SH
603063.XSHG,禾望电气,HWDQ,2017-07-28,2200-01-01,stock,XSHG,MainBoard_SH
603068.XSHG,博通集成,BTJC,2019-04-15,2200-01-01,stock,XSHG,MainBoard_SH
603071.XSHG,物产环能,WCHN,2021-12-16,2200-01-01,stock,XSHG,MainBoard_SH
603072.XSHG,天和磁材,THCC,2025-01-03,2200-01-01,stock,XSHG,MainBoard_SH
603075.XSHG,热威股份,RWGF,2023-09-11,2200-01-01,stock,XSHG,MainBoard_SH
603081.XSHG,大丰实业,DFSY,2017-04-20,2200-01-01,stock,XSHG,MainBoard_SH
603083.XSHG,剑桥科技,JQKJ,2017-11-10,2200-01-01,stock,XSHG,MainBoard_SH
603087.XSHG,甘李药业,GLYY,2020-06-29,2200-01-01,stock,XSHG,MainBoard_SH
603093.XSHG,南华期货,NHQH,2019-08-30,2200-01-01,stock,XSHG,MainBoard_SH
603098.XSHG,森特股份,STGF,2016-12-16,2200-01-01,stock,XSHG,MainBoard_SH
603099.XSHG,长白山,CBS,2014-08-22,2200-01-01,stock,XSHG,MainBoard_SH
603100.XSHG,川仪股份,CYGF,2014-08-05,2200-01-01,stock,XSHG,MainBoard_SH
603103.XSHG,横店影视,HDYS,2017-10-12,2200-01-01,stock,XSHG,MainBoard_SH
603105.XSHG,芯能科技,XNKJ,2018-07-09,2200-01-01,stock,XSHG,MainBoard_SH
603108.XSHG,润达医疗,RDYL,2015-05-27,2200-01-01,stock,XSHG,MainBoard_SH
603111.XSHG,康尼机电,KNJD,2014-08-01,2200-01-01,stock,XSHG,MainBoard_SH
603113.XSHG,金能科技,JNKJ,2017-05-11,2200-01-01,stock,XSHG,MainBoard_SH
603118.XSHG,共进股份,GJGF,2015-02-25,2200-01-01,stock,XSHG,MainBoard_SH
603119.XSHG,浙江荣泰,ZJRT,2023-08-01,2200-01-01,stock,XSHG,MainBoard_SH
603123.XSHG,翠微股份,CWGF,2012-05-03,2200-01-01,stock,XSHG,MainBoard_SH
603124.XSHG,江南新材,JNXC,2025-03-20,2200-01-01,stock,XSHG,MainBoard_SH
603127.XSHG,昭衍新药,ZYXY,2017-08-25,2200-01-01,stock,XSHG,MainBoard_SH
603128.XSHG,华贸物流,HMWL,2012-05-29,2200-01-01,stock,XSHG,MainBoard_SH
603129.XSHG,春风动力,CFDL,2017-08-18,2200-01-01,stock,XSHG,MainBoard_SH
603132.XSHG,金徽股份,JHGF,2022-02-22,2200-01-01,stock,XSHG,MainBoard_SH
603162.XSHG,海通发展,HTFZ,2023-03-29,2200-01-01,stock,XSHG,MainBoard_SH
603166.XSHG,福达股份,FDGF,2014-11-27,2200-01-01,stock,XSHG,MainBoard_SH
603169.XSHG,兰石重装,LSZZ,2014-10-09,2200-01-01,stock,XSHG,MainBoard_SH
603170.XSHG,宝立食品,BLSP,2022-07-15,2200-01-01,stock,XSHG,MainBoard_SH
603171.XSHG,税友股份,SYGF,2021-06-30,2200-01-01,stock,XSHG,MainBoard_SH
603179.XSHG,新泉股份,XQGF,2017-03-17,2200-01-01,stock,XSHG,MainBoard_SH
603180.XSHG,金牌家居,JPJJ,2017-05-12,2200-01-01,stock,XSHG,MainBoard_SH
603185.XSHG,弘元绿能,HYLN,2018-12-28,2200-01-01,stock,XSHG,MainBoard_SH
603187.XSHG,海容冷链,HRLL,2018-11-29,2200-01-01,stock,XSHG,MainBoard_SH
603193.XSHG,润本股份,RBGF,2023-10-17,2200-01-01,stock,XSHG,MainBoard_SH
603194.XSHG,中力股份,ZLGF,2024-12-24,2200-01-01,stock,XSHG,MainBoard_SH
603197.XSHG,保隆科技,BLKJ,2017-05-19,2200-01-01,stock,XSHG,MainBoard_SH
603202.XSHG,天有为,TYW,2025-04-24,2200-01-01,stock,XSHG,MainBoard_SH
603208.XSHG,江山欧派,JSOP,2017-02-10,2200-01-01,stock,XSHG,MainBoard_SH
603212.XSHG,赛伍技术,SWJS,2020-04-30,2200-01-01,stock,XSHG,MainBoard_SH
603218.XSHG,日月股份,RYGF,2016-12-28,2200-01-01,stock,XSHG,MainBoard_SH
603219.XSHG,富佳股份,FJGF,2021-11-22,2200-01-01,stock,XSHG,MainBoard_SH
603220.XSHG,中贝通信,ZBTX,2018-11-15,2200-01-01,stock,XSHG,MainBoard_SH
603222.XSHG,济民健康,JMJK,2015-02-17,2200-01-01,stock,XSHG,MainBoard_SH
603227.XSHG,雪峰科技,XFKJ,2015-05-15,2200-01-01,stock,XSHG,MainBoard_SH
603229.XSHG,奥翔药业,AXYY,2017-05-09,2200-01-01,stock,XSHG,MainBoard_SH
603235.XSHG,天新药业,TXYY,2022-07-12,2200-01-01,stock,XSHG,MainBoard_SH
603236.XSHG,移远通信,YYTX,2019-07-16,2200-01-01,stock,XSHG,MainBoard_SH
603248.XSHG,锡华科技,XHKJ,2025-12-23,2200-01-01,stock,XSHG,MainBoard_SH
603256.XSHG,宏和科技,HHKJ,2019-07-19,2200-01-01,stock,XSHG,MainBoard_SH
603258.XSHG,电魂网络,DHWL,2016-10-26,2200-01-01,stock,XSHG,MainBoard_SH
603262.XSHG,技源集团,JYJT,2025-07-23,2200-01-01,stock,XSHG,MainBoard_SH
603267.XSHG,鸿远电子,HYDZ,2019-05-15,2200-01-01,stock,XSHG,MainBoard_SH
603279.XSHG,景津装备,JJZB,2019-07-29,2200-01-01,stock,XSHG,MainBoard_SH
603281.XSHG,江瀚新材,JHXC,2023-01-31,2200-01-01,stock,XSHG,MainBoard_SH
603283.XSHG,赛腾股份,STGF,2017-12-25,2200-01-01,stock,XSHG,MainBoard_SH
603297.XSHG,永新光学,YXGX,2018-09-10,2200-01-01,stock,XSHG,MainBoard_SH
603298.XSHG,杭叉集团,HCJT,2016-12-27,2200-01-01,stock,XSHG,MainBoard_SH
603299.XSHG,苏盐井神,SYJS,2015-12-31,2200-01-01,stock,XSHG,MainBoard_SH
603300.XSHG,海南华铁,HNHT,2015-05-29,2200-01-01,stock,XSHG,MainBoard_SH
603301.XSHG,振德医疗,ZDYL,2018-04-12,2200-01-01,stock,XSHG,MainBoard_SH
603305.XSHG,旭升集团,XSJT,2017-07-10,2200-01-01,stock,XSHG,MainBoard_SH
603306.XSHG,华懋科技,HMKJ,2014-09-26,2200-01-01,stock,XSHG,MainBoard_SH
603308.XSHG,应流股份,YLGF,2014-01-22,2200-01-01,stock,XSHG,MainBoard_SH
603313.XSHG,梦百合,MBH,2016-10-13,2200-01-01,stock,XSHG,MainBoard_SH
603317.XSHG,天味食品,TWSP,2019-04-16,2200-01-01,stock,XSHG,MainBoard_SH
603319.XSHG,美湖股份,MHGF,2016-11-30,2200-01-01,stock,XSHG,MainBoard_SH
603323.XSHG,苏农银行,SNYH,2016-11-29,2200-01-01,stock,XSHG,MainBoard_SH
603327.XSHG,福蓉科技,FRKJ,2019-05-23,2200-01-01,stock,XSHG,MainBoard_SH
603328.XSHG,依顿电子,YDDZ,2014-07-01,2200-01-01,stock,XSHG,MainBoard_SH
603337.XSHG,杰克科技,JKKJ,2017-01-19,2200-01-01,stock,XSHG,MainBoard_SH
603338.XSHG,浙江鼎力,ZJDL,2015-03-25,2200-01-01,stock,XSHG,MainBoard_SH
603345.XSHG,安井食品,AJSP,2017-02-22,2200-01-01,stock,XSHG,MainBoard_SH
603348.XSHG,文灿股份,WCGF,2018-04-26,2200-01-01,stock,XSHG,MainBoard_SH
603355.XSHG,莱克电气,LKDQ,2015-05-13,2200-01-01,stock,XSHG,MainBoard_SH
603357.XSHG,设计总院,SJZY,2017-08-01,2200-01-01,stock,XSHG,MainBoard_SH
603358.XSHG,华达科技,HDKJ,2017-01-25,2200-01-01,stock,XSHG,MainBoard_SH
603359.XSHG,*ST东珠,*STDZ,2017-09-01,2200-01-01,stock,XSHG,MainBoard_SH
603360.XSHG,百傲化学,BAHX,2017-02-06,2200-01-01,stock,XSHG,MainBoard_SH
603363.XSHG,傲农生物,ANSW,2017-09-26,2200-01-01,stock,XSHG,MainBoard_SH
603367.XSHG,辰欣药业,CXYY,2017-09-29,2200-01-01,stock,XSHG,MainBoard_SH
603368.XSHG,柳药集团,LYJT,2014-12-04,2200-01-01,stock,XSHG,MainBoard_SH
603376.XSHG,大明电子,DMDZ,2025-11-06,2200-01-01,stock,XSHG,MainBoard_SH
603378.XSHG,*ST亚士,*STYS,2017-09-28,2200-01-01,stock,XSHG,MainBoard_SH
603383.XSHG,顶点软件,DDRJ,2017-05-22,2200-01-01,stock,XSHG,MainBoard_SH
603387.XSHG,基蛋生物,JDSW,2017-07-17,2200-01-01,stock,XSHG,MainBoard_SH
603390.XSHG,通达电气,TDDQ,2019-11-25,2200-01-01,stock,XSHG,MainBoard_SH
603393.XSHG,新天然气,XTRQ,2016-09-12,2200-01-01,stock,XSHG,MainBoard_SH
603395.XSHG,红四方,HSF,2024-11-26,2200-01-01,stock,XSHG,MainBoard_SH
603396.XSHG,金辰股份,JCGF,2017-10-18,2200-01-01,stock,XSHG,MainBoard_SH
603398.XSHG,*ST沐邦,*STMB,2015-12-09,2200-01-01,stock,XSHG,MainBoard_SH
603402.XSHG,陕西旅游,SXLY,2026-01-06,2200-01-01,stock,XSHG,MainBoard_SH
603406.XSHG,天富龙,TFL,2025-08-08,2200-01-01,stock,XSHG,MainBoard_SH
603408.XSHG,建霖家居,JLJJ,2020-07-30,2200-01-01,stock,XSHG,MainBoard_SH
603416.XSHG,信捷电气,XJDQ,2016-12-21,2200-01-01,stock,XSHG,MainBoard_SH
603418.XSHG,友升股份,YSGF,2025-09-23,2200-01-01,stock,XSHG,MainBoard_SH
603421.XSHG,鼎信通讯,DXTX,2016-10-11,2200-01-01,stock,XSHG,MainBoard_SH
603429.XSHG,*ST集友,*STJY,2017-01-24,2200-01-01,stock,XSHG,MainBoard_SH
603439.XSHG,三力制药,SLZY,2020-04-28,2200-01-01,stock,XSHG,MainBoard_SH
603444.XSHG,吉比特,JBT,2017-01-04,2200-01-01,stock,XSHG,MainBoard_SH
603456.XSHG,九洲药业,JZYY,2014-10-10,2200-01-01,stock,XSHG,MainBoard_SH
603466.XSHG,风语筑,FYZ,2017-10-20,2200-01-01,stock,XSHG,MainBoard_SH
603477.XSHG,巨星农牧,JXNM,2017-12-18,2200-01-01,stock,XSHG,MainBoard_SH
603489.XSHG,八方股份,BFGF,2019-11-11,2200-01-01,stock,XSHG,MainBoard_SH
603496.XSHG,恒为科技,HWKJ,2017-06-07,2200-01-01,stock,XSHG,MainBoard_SH
603505.XSHG,金石资源,JSZY,2017-05-03,2200-01-01,stock,XSHG,MainBoard_SH
603508.XSHG,思维列控,SWLK,2015-12-24,2200-01-01,stock,XSHG,MainBoard_SH
603511.XSHG,爱慕股份,AMGF,2021-05-31,2200-01-01,stock,XSHG,MainBoard_SH
603516.XSHG,淳中科技,CZKJ,2018-02-02,2200-01-01,stock,XSHG,MainBoard_SH
603520.XSHG,司太立,STL,2016-03-09,2200-01-01,stock,XSHG,MainBoard_SH
603529.XSHG,爱玛科技,AMKJ,2021-06-15,2200-01-01,stock,XSHG,MainBoard_SH
603530.XSHG,神马电力,SMDL,2019-08-05,2200-01-01,stock,XSHG,MainBoard_SH
603533.XSHG,掌阅科技,ZYKJ,2017-09-21,2200-01-01,stock,XSHG,MainBoard_SH
603551.XSHG,奥普科技,APKJ,2020-01-15,2200-01-01,stock,XSHG,MainBoard_SH
603556.XSHG,海兴电力,HXDL,2016-11-10,2200-01-01,stock,XSHG,MainBoard_SH
603557.XSHG,*ST起步,*STQB,2017-08-18,2200-01-01,stock,XSHG,MainBoard_SH
603565.XSHG,中谷物流,ZGWL,2020-09-25,2200-01-01,stock,XSHG,MainBoard_SH
603566.XSHG,普莱柯,PLK,2015-05-18,2200-01-01,stock,XSHG,MainBoard_SH
603567.XSHG,珍宝岛,ZBD,2015-04-24,2200-01-01,stock,XSHG,MainBoard_SH
603579.XSHG,荣泰健康,RTJK,2017-01-11,2200-01-01,stock,XSHG,MainBoard_SH
603583.XSHG,捷昌驱动,JCQD,2018-09-21,2200-01-01,stock,XSHG,MainBoard_SH
603587.XSHG,地素时尚,DSSS,2018-06-22,2200-01-01,stock,XSHG,MainBoard_SH
603588.XSHG,高能环境,GNHJ,2014-12-29,2200-01-01,stock,XSHG,MainBoard_SH
603590.XSHG,康辰药业,KCYY,2018-08-27,2200-01-01,stock,XSHG,MainBoard_SH
603595.XSHG,ST东尼,STDN,2017-07-12,2200-01-01,stock,XSHG,MainBoard_SH
603596.XSHG,伯特利,BTL,2018-04-27,2200-01-01,stock,XSHG,MainBoard_SH
603599.XSHG,广信股份,GXGF,2015-05-13,2200-01-01,stock,XSHG,MainBoard_SH
603601.XSHG,再升科技,ZSKJ,2015-01-22,2200-01-01,stock,XSHG,MainBoard_SH
603606.XSHG,东方电缆,DFDL,2014-10-15,2200-01-01,stock,XSHG,MainBoard_SH
603609.XSHG,禾丰股份,HFGF,2014-08-08,2200-01-01,stock,XSHG,MainBoard_SH
603610.XSHG,麒盛科技,QSKJ,2019-10-29,2200-01-01,stock,XSHG,MainBoard_SH
603612.XSHG,索通发展,STFZ,2017-07-18,2200-01-01,stock,XSHG,MainBoard_SH
603613.XSHG,国联股份,GLGF,2019-07-30,2200-01-01,stock,XSHG,MainBoard_SH
603619.XSHG,中曼石油,ZMSY,2017-11-17,2200-01-01,stock,XSHG,MainBoard_SH
